e_t_x,e_t_y,e_t_z,e_r_x,e_r_y,e_r_z,e_r_w,d_t_x,d_t_y,d_t_z,d_r_x,d_r_y,d_r_z,d_r_w,c_t_x,c_t_y,c_t_z,c_r_x,c_r_y,c_r_z,c_r_w
0.0,0.001,-0.0039999999999999,-0.01,-0.004,0.002,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.0009999999999998,-0.001,0.0009999999999999,-0.0009999999999999,0.0010000000000001,0.0
0.0,-0.001,0.001,0.003,0.004,-0.003,0.004,0.002,0.0,0.001,-0.006,0.008,-0.005,0.001,0.0,0.0,0.001,-0.0019999999999999003,-9.996344030316351e-17,-0.002,0.0
0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.006,-0.01,0.006,0.001,0.001,0.0,0.0,0.001,0.001,0.001,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.002,0.005,-0.004,0.002,-0.006,0.0,0.0,0.0,-0.001,0.001,-0.0019999999999999003,0.001
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.001,-0.001,-0.003,-0.002,0.004,-0.002,0.003,0.0,0.0,-0.001,0.002,0.0,0.0009999999999999,-0.001
0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.002,0.0,-0.004,-0.003,0.002,-0.001,0.001,-0.001,0.0,0.0,-0.001,-0.001,0.0,0.0
0.0,0.001,0.0,0.0,0.0,0.001,0.0,-0.001,0.0,-0.005,-0.001,0.0,0.0,0.0,0.004,0.0009999999999998,0.0,0.002,0.0,-0.002,0.0
0.0,-0.001,0.0,0.0,0.0,-0.001,0.0,0.001,0.0,0.005,0.001,0.0,0.0,0.0,-0.004,-0.0009999999999998,0.0,-0.002,0.0,0.002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002,-0.001,-0.0129999999999999,-0.002,0.003,-0.002,0.004,0.0029999999999999,0.0,-0.001,0.002,-0.0009999999999999,-0.002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0129999999999999,0.002,-0.003,0.002,-0.004,-0.0029999999999999,0.0,0.001,-0.002,0.0009999999999999,0.002,0.0
0.0,0.0,0.0,0.0,-0.001,0.0,-0.001,0.002,-0.002,0.004,0.002,-0.005,0.004,0.001,0.001,0.0,-0.001,0.0,0.0,-0.001,0.0
0.0,0.0,0.0,0.0,0.001,0.0,0.001,-0.002,0.002,-0.004,-0.002,0.005,-0.004,-0.001,-0.001,0.0,0.001,0.0,0.0,0.001,0.0
-0.001,0.0,0.002,-0.006,-0.008,0.005,-0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0
-0.002,0.0,0.0039999999999999,0.004,0.01,-0.007,0.002,-0.001,-0.001,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.001,0.0,0.0,0.0,0.0
-0.003,0.0,0.009999999999999998,0.0,0.005999999999999801,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.996344030316351e-17,0.0,0.0,0.0,-0.0009999999999999,0.0,0.0
0.006,0.0,-0.0159999999999999,0.002,-0.0079999999999998,0.006,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030000000000001,-0.0010000000000003,0.0,0.002,-0.0010000000000001,9.996344030316351e-17,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0010000000000003,-0.001,-0.002,0.002,0.0009999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0039999999999999,-0.001,0.0059999999999999,-0.0049999999999999,-0.016,0.012,-0.006,0.0,0.001,0.0,0.001,0.001,0.0,0.001,-0.001,0.0019999999999997,0.0,0.003,0.004,-0.001,0.0
0.0039999999999999,0.002,-0.0059999999999999,0.0019999999999999003,0.01,-0.007,0.001,0.003,-0.002,0.003,-0.007,0.003,-0.001,0.009999999999999901,0.001,-0.0029999999999995,-0.001,-0.003,-0.0030000000000001,0.0039999999999998995,-0.001
0.0,0.0,0.001,0.003,0.005,-0.004,0.005,0.001,0.002,0.005,0.001,0.0,0.0,-0.003000000000000001,0.001,0.0019999999999996,0.001,-0.001,-0.0009999999999999,-0.0029999999999999,0.001
0.0,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.002,0.0,0.0009999999999999003,0.007,-0.011,0.006,-0.0089999999999999,0.0,-0.0009999999999998,0.002,-0.002,0.0,0.001,0.0
0.0,0.0,0.0,0.0,0.001,-0.001,-0.001,0.0,-0.001,-0.0029999999999999003,0.003,0.002,-0.002,-0.002,0.001,-0.0009999999999998,-0.001,0.002,-0.001,-0.001,0.0
0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.003,-0.001,-0.009000000000000001,-0.005,0.017,-0.013999999999999999,0.002,0.0,0.0,0.0,0.0,0.001,-0.001,0.0
0.0,0.0,0.0,0.0,0.001,0.001,0.0,-0.0009999999999998998,0.0,-0.0029999999999999003,0.001,-0.013000000000000001,0.012,0.002,0.0,0.0,-0.001,0.001,0.0,0.0,0.0
0.0,0.0,0.0,0.001,-0.001,0.0,0.001,0.0009999999999998998,0.0,-0.0010000000000000998,-0.002,0.002,-0.002,0.003,-0.0010000000000001,0.0009999999999998,0.0,-0.001,-0.001,0.0,0.0
0.0,0.001,-0.001,0.0,0.0,0.0,0.0,-0.003,0.0,-0.001,0.001,0.0,0.0,-0.004,9.996344030316351e-17,0.0,0.0,0.001,0.001,0.0,0.0
0.0,-0.001,0.001,0.0,0.0,0.0,0.0,0.004,0.001,0.008,0.0,-0.001,0.001,0.0,-0.001,0.0,0.0,0.0,0.0,0.001,0.0
0.0,0.0,0.0,0.001,-0.001,0.001,-0.002,-0.001,0.0,0.0,-0.004,0.0099999999999998,-0.0079999999999998,-0.0039999999999999,0.001,-0.0009999999999998,-0.002,-0.0029999999999999,0.0009999999999999,-0.005,0.0
0.0,0.0,0.0,-0.001,0.001,-0.001,0.002,0.001,0.0,0.0,0.004,-0.0099999999999998,0.0079999999999998,0.0039999999999999,-0.001,0.0009999999999998,0.002,0.0029999999999999,-0.0009999999999999,0.005,0.0
0.002,0.002,0.015,0.0259999999999999,0.003,-0.001,0.007,0.0,0.0,0.0,0.001,0.001,0.0,0.0,-0.003,0.0009999999999998,0.0,-0.002,-0.001,0.001,0.0
-0.002,-0.002,-0.015,-0.0259999999999999,-0.003,0.001,-0.007,0.0,0.0,0.0,-0.001,-0.001,0.0,0.0,0.003,-0.0009999999999998,0.0,0.002,0.001,-0.001,0.0
-0.002,0.002,0.005,0.0,0.02,-0.017,0.005,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,0.0,0.001,0.001,-0.001,0.0,0.0
0.003,-0.003,-0.009000000000000001,0.0389999999999999,0.009000000000000001,-0.016,0.0459999999999999,0.0,-0.001,0.0009999999999999,0.0,0.001,-0.001,0.0019999999999999003,-0.001,0.0,0.0,-0.0029999999999999,0.001,0.001,0.001
0.0,0.001,-0.001,-0.0459999999999999,-0.048,0.052000000000000005,-0.0699999999999999,0.0,0.001,-0.0009999999999999,0.0,-0.002,0.001,-0.0009999999999999,0.0,0.0,-0.001,0.0019999999999999,0.0,-0.001,-0.001
0.002,-0.001,-0.003,0.009000000000000001,0.017,-0.016,0.013999999999999999,0.001,0.001,0.0,0.0,0.0,0.001,0.0,-0.002,0.0,0.001,0.001,0.0,0.0029999999999999,0.0
0.002,0.001,0.0030000000000001,0.0,0.005,-0.006,0.013999999999999999,-0.001,0.0,0.0,0.0,0.001,-0.001,0.0,0.002,0.0009999999999998,-0.001,-0.003,0.0,0.0010000000000001002,0.001
-0.005,0.0,0.0049999999999999,-0.002,-0.003,0.003,-0.009,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.002,-0.0009999999999998,0.0,0.002,0.0,-0.004,-0.001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001,0.0,0.0,0.0,0.0,-0.001,0.0,0.002,0.0,0.01,0.0029999999999999,-0.0079999999999998,0.0039999999999998,-0.003,0.0009999999999999,0.0,0.0,0.0,0.0,-0.001,0.0
-0.001,0.0,0.0,0.0,0.0,0.001,0.0,-0.002,0.0,-0.01,-0.0029999999999999,0.0079999999999998,-0.0039999999999998,0.003,-0.0009999999999999,0.0,0.0,0.0,0.0,0.001,0.0
0.0,0.0,0.0,-0.001,0.0,0.0,-0.001,-0.002,-0.002,-0.004,0.002,0.023,-0.017,0.0079999999999999,0.002,0.0,0.0,0.0,-0.001,-0.001,0.0
0.0,0.0,-0.001,0.001,0.0,0.0,0.001,0.0,0.001,-0.008,-0.004,-0.022,0.016,-0.0059999999999998995,0.001,-0.0009999999999998,-0.0009999999999999,0.004,-0.0019999999999999,-0.0019999999999999,0.0
0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.002,0.001,0.012,0.002,-0.001,0.001,-0.002,-0.003,0.0009999999999998,0.0009999999999999,-0.004,0.0029999999999999,0.0029999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008,-0.001,-0.0129999999999999,0.0039999999999999,0.0,-0.001,-0.0049999999999999,0.002,0.0,-0.001,-0.001,-0.001,-0.005,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.001,0.0129999999999999,-0.0039999999999999,0.0,0.001,0.0049999999999999,-0.002,0.0,0.001,0.001,0.001,0.005,0.0
0.0,0.0,0.001,0.002,-0.014,0.009,0.003,0.0,-0.001,0.0,0.001,-0.003,0.002,-0.001,0.0,0.0010000000000003,0.0,-0.002,0.0,-0.0029999999999999,0.0
0.003,0.002,0.004,0.001,0.022,-0.013,0.001,0.0,0.001,0.0,0.0,0.002,-0.002,0.001,-0.001,-4.998172015158175e-16,0.0,0.002,0.0,0.0029999999999999,0.0
-0.003,-0.002,0.005,0.0049999999999998995,0.006999999999999999,-0.004,-0.004,0.0,0.0,0.001,-0.001,0.001,0.0,0.0,0.0,-0.0009999999999998,0.0,0.0,0.0,0.0,0.0
-0.004,0.002,-0.003,-0.0089999999999999,-0.008,0.002,0.003,0.0,0.0,-0.001,0.0,0.001,0.0,0.0,-0.001,-0.0010000000000003,0.001,0.0,0.0,-0.001,0.0
0.004,-0.002,-0.01,0.024,0.042,-0.033,0.009000000000000001,0.0,0.001,0.0,0.0,-0.001,0.0,0.0,1.0018028073766061e-16,0.0010000000000003,0.0,-0.001,0.001,0.0,0.0
0.0,0.0,-0.001,-0.023,-0.049,0.038,-0.009000000000000001,0.0,-0.001,0.001,0.0,0.001,0.0,0.0,-1.0018028073766061e-16,-0.0010000000000003,0.0,0.002,0.0,0.001,0.0
0.002,-0.001,-0.003,-0.001,-0.003,0.004,-0.003,0.0,0.0,-0.001,0.0,-0.001,0.0,0.0,0.001,0.0010000000000003,-0.002,-0.002,0.001,0.0,0.001
-0.002,0.001,0.007,0.001,0.003,-0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,-0.002,0.0,-0.001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.001,-0.002,0.002,-0.001,0.005,0.003,0.019,0.002,-0.016,0.01,0.002,0.002,0.0010000000000003,0.001,0.001,0.001,0.0039999999999999,0.0
0.0,0.0,0.0,0.001,0.002,-0.003,0.001,-9.974659986866641e-17,0.0,-0.004999999999999999,-0.0099999999999999,0.003000000000000001,0.002,0.001,-1.0018028073766061e-16,-0.0020000000000001,0.001,-0.004,-0.001,-0.0019999999999999003,0.0
0.0,0.0,0.0,0.0,0.0,0.001,0.0,-0.0049999999999999,-0.003,-0.014,0.0079999999999999,0.013,-0.012,-0.003,-0.0019999999999999,0.0009999999999998,-0.002,0.003,0.0,-0.002,0.0
0.001,0.0,0.0,-0.001,0.001,0.0,0.0,-0.001,-0.002,-0.0049999999999999,0.0029999999999999,0.0,-0.002,-0.0109999999999999,0.002,0.0,0.001,0.001,0.0,-0.0019999999999999,0.0
-0.001,0.0,0.0,0.0,-0.001,-0.001,0.0,-0.001,0.0,-0.0030000000000001,-0.0049999999999999,0.005,-0.001,0.0149999999999999,0.0,-0.0009999999999998,0.0,0.0009999999999998998,-0.001,0.0,0.0
0.0,0.0,0.0,0.001,0.0,0.001,0.0,-0.002,0.0,-0.0009999999999999992,0.002,-0.003,0.003,0.001,0.0,0.0,-0.002,-0.0009999999999998998,0.001,-1.0018028073766061e-16,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.011,0.002,-0.002,0.001,-0.002,-0.002,0.0009999999999998,0.001,-0.001,0.0,0.002,0.0
0.0,0.0,0.0,0.0,-0.001,0.001,-0.001,-0.001,-0.003,-0.004,0.0049999999999999,-0.0259999999999999,0.0159999999999999,-0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.001,0.001,0.003,-0.0069999999999999,-0.020999999999999998,0.013000000000000001,-0.005,0.002,0.003,0.002,-0.006,0.023999999999999903,-0.0159999999999999,0.001,0.0009999999999999,0.0,-0.001,0.001,0.001,-0.001,0.0
0.001,-0.001,-0.003,0.0069999999999999,0.022,-0.014,0.006,-0.001,0.0,0.0,-0.0009999999999999,0.002,-0.001,0.0,-0.0009999999999999,0.0,0.001,-0.001,-0.001,0.001,0.0
-0.004,0.0,0.0179999999999999,-0.003,0.022,-0.013,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-0.0009999999999998,0.001,0.0,-0.002,-0.001,0.0
0.004,0.0,-0.0179999999999999,0.003,-0.022,0.013,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0009999999999998,-0.001,0.0,0.002,0.001,0.0
0.004,0.003,-0.017,-0.032,-0.032,0.029,-0.028,0.001,0.0,-0.0009999999999999,-0.001,0.0,0.0,-0.003,-0.002,0.0,0.0,0.006,0.001,0.0,0.0
0.001,-0.009000000000000001,0.0010000000000001015,0.0020000000000000018,0.026000000000000002,-0.029,0.034,0.0,0.0,-9.996344030316351e-17,0.001,0.0,0.0,0.003,0.0,0.0,0.0,-0.006,-0.001,0.001,0.0
-0.002,0.002,0.0129999999999999,0.03,0.004,0.003,-0.012,-0.001,0.0,0.001,0.0,0.0,0.001,0.001,-0.0019999999999999003,0.0019999999999997,0.0,-0.004,-0.001,0.003,0.0
-0.002,0.004,-0.005,-0.001,0.003,-0.004,0.007,0.0,0.0,0.0,0.0,0.0,-0.001,-0.001,0.0019999999999999003,-0.0019999999999997,-0.001,0.004,0.001,-0.002,0.0
-0.001,0.0,0.008,0.001,-0.001,0.001,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.001,0.0,0.0,-0.002,0.0
0.001,0.003,0.0,-0.001,0.003,-0.001,0.0,0.0,0.0,-0.0009999999999999,0.0,-0.001,0.0,0.0,-0.001,-0.0009999999999998,-0.001,0.0,-0.001,0.004,0.0
-0.001,-0.003,0.0,0.001,-0.002,0.001,0.0,0.004,0.0,0.0059999999999999,-0.0069999999999999,0.002,0.002,0.006,0.001,0.0019999999999996,0.001,-0.001,0.0,-0.0010000000000001002,0.0
0.0,-0.001,0.0,0.0,-0.001,0.0,0.0,0.001,0.004,0.0129999999999999,0.0039999999999999,-0.015,0.008,-0.008,0.0,4.998172015158175e-16,0.001,0.0,0.0,-0.0009999999999998998,0.0
0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.005,-0.004,-0.0179999999999999,0.003,0.014,-0.01,0.002,0.0,-0.0010000000000003,-0.001,0.001,0.001,-0.002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.001,0.0,-0.001,0.001,0.0,0.001,-0.007,-0.001,-0.0119999999999999,0.003,0.003,-0.001,0.004,0.0019999999999999,-0.0010000000000003,-0.001,0.002,0.001,-0.003,0.0
-0.001,0.001,0.0,0.001,-0.001,0.0,-0.001,0.006,0.001,0.0119999999999999,-0.007,-0.001,-0.001,-0.009000000000000001,1.0018028073766061e-16,0.0010000000000003,0.0,-0.004,-0.001,1.0018028073766061e-16,0.0
0.001,0.0,0.0,0.0,-0.001,0.0,0.0,-0.0019999999999999,-0.003,-0.007,0.007,-0.012,0.009000000000000001,0.006,-0.001,-0.0009999999999998,0.0,0.002,0.0,-0.0010000000000000005,0.0
-0.001,0.0,0.001,-0.0029999999999999,-0.011,0.007,0.001,0.0029999999999999,0.003,0.008,-0.003,0.01,-0.007,-0.001,-0.001,0.0009999999999998,0.001,-0.001,0.005,-0.001,0.0
0.001,0.0,0.008,0.0079999999999999,0.020999999999999998,-0.012,-0.002,0.0,0.0,-0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,-0.0030000000000001002,0.0039999999999999,0.0
-0.002,0.001,0.0,-0.006,-0.0009999999999999992,0.0,0.002,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0,-0.002,0.0,0.001,0.002,-0.0019999999999999,0.0,-0.001
-0.002,-0.002,-0.008,-0.010999999999999899,-0.026,0.02,-0.007,0.0,0.0,-0.001,0.001,-0.001,0.001,0.0,0.0,-0.0009999999999998,0.0,-0.001,0.0,0.001,0.001
0.004,0.0,-0.006,0.0129999999999999,0.016,-0.012,0.004,0.0,0.0,0.001,0.0,0.001,0.0,0.0,0.002,0.0009999999999998,-0.001,0.0,0.0,0.0,0.0
0.0,0.001,0.005,-0.001,0.002,-0.003,0.002,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.0009999999999999,-0.003,-0.0259999999999999,-0.015,0.002,-0.004,0.001,0.0,-0.001,-0.002,0.0,0.0,0.001,-0.001,-0.004,0.0,-0.001,0.004,0.001,0.004,0.0
0.0009999999999999,0.003,0.0259999999999999,0.015,-0.002,0.004,-0.001,0.0,0.001,0.002,0.0,0.0,-0.001,0.001,0.004,0.0,0.001,-0.004,-0.001,-0.004,0.0
0.0,0.001,0.0,-0.015,-0.019,0.016,-0.0209999999999999,0.0,0.0,0.0,0.0,-0.001,0.002,0.0,-0.002,0.0009999999999998,-0.002,0.0,-0.001,0.008,0.0
0.0,-0.001,0.0,0.015,0.019,-0.016,0.0209999999999999,0.0,0.0,0.0,0.0,0.001,-0.002,0.0,0.002,-0.0009999999999998,0.002,0.0,0.001,-0.008,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.001,0.009,-0.003,-0.004,0.003,0.001,0.001,0.0009999999999998,0.001,0.0,0.001,0.0029999999999999,0.0
0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0009999999999999003,0.003,-0.002,0.002,0.0,0.001,-0.0009999999999998,0.0,-0.001,-0.001,-0.0019999999999999,0.0
0.0,0.0,-0.001,0.001,0.0,0.0,0.0,-0.002,-0.001,-0.0049999999999998995,0.001,0.001,-0.001,-0.004,0.0,0.0,0.0,0.001,0.0,0.001,0.0
0.0,0.0,0.0,-0.001,0.0,0.0,-0.001,-0.001,-0.001,-0.005,-0.001,0.005,-0.004,0.003,-0.002,0.0,-0.001,0.0,0.0,-0.002,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,-0.006,-0.001,0.003,-0.003,-0.002,0.0049999999999999,0.0,0.001,0.0009999999999999,-0.001,-0.0009999999999999,0.0
-0.001,0.0,0.0,0.0,0.0,0.001,0.0,-0.004,-0.003,-0.0109999999999999,0.0,0.0,0.001,0.001,-0.0009999999999999003,0.0,-0.003,-0.0009999999999999,0.001,-0.0010000000000001,0.0
0.001,0.0,0.0,0.0,0.0,-0.001,0.0,0.005,0.003,0.0169999999999999,0.001,-0.003,0.002,0.001,-0.004,0.0,0.002,0.0,0.0,0.002,0.0
0.0,0.0,0.0,0.0,-0.001,0.0,0.0,-0.004,0.0,-0.0079999999999999,-0.001,0.004,0.0,0.013,0.003,-0.0009999999999998,-0.002,0.0,-0.003,-0.001,0.0
0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.0,0.0079999999999999,0.001,-0.004,0.0,-0.013,-0.003,0.0009999999999998,0.002,0.0,0.003,0.001,0.0
-0.001,0.0,0.001,0.001,-0.01,0.008,-0.0129999999999999,0.0,0.001,0.0,0.0,-0.001,0.001,0.0,0.001,0.0,-0.001,-0.001,0.002,-0.0039999999999999,0.0
0.002,0.0,0.003,0.0049999999999999,0.01,-0.009000000000000001,0.0169999999999999,0.0,0.0,0.0,0.0,0.002,-0.001,0.0,-0.002,0.0,0.001,0.0,-0.002,0.0029999999999999003,0.0
-0.003,0.001,0.006999999999999999,-0.0089999999999998,0.01,-0.006,0.002,0.0,-0.001,0.0,0.0,0.0,0.0,0.001,-0.001,0.0,0.0,0.0,-0.001,0.0,0.0
1.0018028073766061e-16,0.002,-0.0009999999999999992,0.0009999999999998998,-0.002,0.002,-0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.001,0.001,0.001,0.001,0.0
0.0039999999999998995,0.004,-0.026000000000000002,0.024,0.053,-0.045000000000000005,0.0229999999999999,0.0,0.001,-0.001,-0.001,-0.0019999999999998,0.0,-0.001,-0.0019999999999999003,0.0,0.002,-0.001,0.0009999999999999,-0.002,0.0
-0.002,-0.007,0.016,-0.022,-0.061,0.05,-0.0199999999999999,0.0,-0.001,0.001,0.001,0.0009999999999998,0.0,0.001,0.0039999999999999,0.0,-0.003,0.001,-0.0009999999999999,0.002,0.0
0.0019999999999999,-0.003,-0.0139999999999999,0.003,-0.006,0.005,-0.004,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.005,0.0019999999999997,0.0,-0.001,0.001,0.003,0.001
-0.0019999999999999,0.003,0.0139999999999999,-0.003,0.006,-0.005,0.004,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.005,-0.0019999999999997,0.0,0.001,-0.001,-0.003,-0.001
0.005,0.0,-0.01,0.0049999999999999,-0.0119999999999999,0.006,0.0119999999999999,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.0039999999999999,0.0,-0.001,-0.001,0.0,0.0049999999999999,0.001
-0.007,-0.001,0.01,-0.0149999999999998,0.002000000000000099,0.002999999999999999,-0.0249999999999998,0.0,-0.001,0.0,0.001,0.001,-0.001,0.0,0.0029999999999999003,0.0009999999999998,0.002,0.0,0.0,-0.004,-0.001
0.002,0.002,0.0,0.0079999999999999,0.0089999999999998,-0.008,0.0119999999999999,0.002,0.001,0.004,0.002,0.007,-0.0059999999999998,-0.001,0.001,-0.0009999999999998,-0.001,0.001,0.0,-0.0009999999999999,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.003,0.006999999999999999,-0.001,-0.013000000000000001,0.0089999999999998,-0.003,0.001,0.0,0.0,0.0,0.0,0.002,0.0
0.0,-0.001,0.0,0.002,0.001,-0.001,0.003,0.0019999999999999003,-0.002,0.010000000000000002,-0.003,-0.009999999999999998,0.008,0.002,0.0,0.0,0.0,-0.001,0.0,-0.001,0.0
